Level	Date and Time	Source	Event ID	Task Category
Information	2/27/2019 10:08:39 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.21.0
"
Warning	2/27/2019 9:25:30 PM	Microsoft-Windows-Windows Defender	1002	None	"Windows Defender Antivirus scan has been stopped before completion.
 	Scan ID: {5D64E875-ED65-4E94-92BB-5784DC2CA7D4}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
  	User: NT AUTHORITY\SYSTEM"
Information	2/27/2019 9:23:35 PM	Microsoft-Windows-Windows Defender	1013	None	"Windows Defender Antivirus has removed history of malware and other potentially unwanted software.
 	Time: 2019/2/12 21:23:35
 	User: NT AUTHORITY\SYSTEM
"
Information	2/27/2019 9:23:35 PM	Microsoft-Windows-Windows Defender	1000	None	"Windows Defender Antivirus scan has started.
 	Scan ID: {5D64E875-ED65-4E94-92BB-5784DC2CA7D4}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
 	Scan Resources: 
 	User: NT AUTHORITY\SYSTEM"
Information	2/27/2019 8:56:28 PM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.289.21.0
 	Previous Signature Version: 1.287.735.0
 	Signature Type: AntiSpyware
 	Update Type: Full
 	User: NT AUTHORITY\NETWORK SERVICE
 	Current Engine Version: 1.1.15700.9
 	Previous Engine Version: 1.1.15700.8"
Information	2/27/2019 8:56:28 PM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.289.21.0
 	Previous Signature Version: 1.287.735.0
 	Signature Type: AntiVirus
 	Update Type: Full
 	User: NT AUTHORITY\NETWORK SERVICE
 	Current Engine Version: 1.1.15700.9
 	Previous Engine Version: 1.1.15700.8"
Information	2/27/2019 8:56:28 PM	Microsoft-Windows-Windows Defender	2002	None	"Windows Defender Antivirus engine version has been updated.
 	Current Engine Version: 1.1.15700.9
 	Previous Engine Version: 1.1.15700.8
 	User: NT AUTHORITY\NETWORK SERVICE"
Error	2/27/2019 8:54:26 PM	Microsoft-Windows-Windows Defender	2001	None	"Windows Defender Antivirus has encountered an error trying to update signatures.
 	New Signature Version: 
 	Previous Signature Version: 1.287.735.0
 	Update Source: Microsoft Update Server
 	Signature Type: AntiVirus
 	Update Type: Full
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 
 	Previous Engine Version: 1.1.15700.8
 	Error code: 0x80070102
 	Error description: 等待的操作过时。 "
Error	2/27/2019 8:54:26 PM	Microsoft-Windows-Windows Defender	2001	None	"Windows Defender Antivirus has encountered an error trying to update signatures.
 	New Signature Version: 
 	Previous Signature Version: 1.287.735.0
 	Update Source: Microsoft Update Server
 	Signature Type: AntiVirus
 	Update Type: Full
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 
 	Previous Engine Version: 1.1.15700.8
 	Error code: 0x80070102
 	Error description: 等待的操作过时。 "
Information	2/27/2019 8:14:25 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.8
 	Network Realtime Inspection engine version: 1.1.15700.8
 	Antivirus signature version: 1.287.735.0
 	Antispyware signature version: 1.287.735.0
 	Network Realtime Inspection signature version: 1.287.735.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 2
 	Antispyware signature age: 2
 	Last quick scan age: 11
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/2/25 5:19:08
 	Antispyware signature creation time: 2019/2/25 5:19:09
 	Last quick scan start time: 2019/2/15 13:18:51
 	Last quick scan end time: 2019/2/15 13:33:49
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	2/27/2019 8:14:25 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.8
 	Signature version: 1.287.735.0
"
Information	2/27/2019 7:25:17 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.735.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\a09e64059e9086ca2ed9adab4c7139d68df2a6c2
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/27 11:25:16
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	2/27/2019 7:25:17 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.735.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\a09e64059e9086ca2ed9adab4c7139d68df2a6c2
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/27 11:25:16
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	2/27/2019 7:25:08 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.735.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\d11d7e6a5f4327cd330327f70a1fe985669b1504
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/27 11:25:07
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	2/27/2019 7:25:08 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.735.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\d11d7e6a5f4327cd330327f70a1fe985669b1504
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/27 11:25:07
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	2/27/2019 7:24:12 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.735.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\552e82a883acbbd58c6117da8407f4b7d73dd67b
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/27 11:24:12
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	2/27/2019 7:24:12 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.735.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\552e82a883acbbd58c6117da8407f4b7d73dd67b
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/27 11:24:12
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	2/27/2019 7:23:56 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.735.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\e825d35062a8a364f46456ffcf83e108df25f8b4
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/27 11:23:56
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	2/27/2019 7:23:56 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.735.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\e825d35062a8a364f46456ffcf83e108df25f8b4
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/27 11:23:56
 	Persistence Limit Type: Duration
 	Persistence Limit: 288000000"
Information	2/25/2019 8:02:30 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.8
 	Network Realtime Inspection engine version: 1.1.15700.8
 	Antivirus signature version: 1.287.735.0
 	Antispyware signature version: 1.287.735.0
 	Network Realtime Inspection signature version: 1.287.735.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 9
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/2/25 5:19:08
 	Antispyware signature creation time: 2019/2/25 5:19:09
 	Last quick scan start time: 2019/2/15 13:18:51
 	Last quick scan end time: 2019/2/15 13:33:49
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	2/25/2019 8:02:30 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.8
 	Signature version: 1.287.735.0
"
Warning	2/25/2019 7:04:05 PM	Microsoft-Windows-Windows Defender	1015	None	"Windows Defender Antivirus has detected a suspicious behavior.
 	Name: Behavior:Win32/ModifiedBootRecord
 	ID: 74937349
 	Severity: 低
 	Category: 可疑行为
 	Path Found: file:_H:\software\DG500589_x64\DiskGenius\DiskGenius.exe; process:_7620
 	Detection Origin: Local machine
 	Detection Type: Suspicious
 	Detection Source: Real-Time Protection
 	Status: Executing
 	User: MINGWIN\Doraeming
 	Process Name: H:\software\DG500589_x64\DiskGenius\DiskGenius.exe
 	Signature ID: 23858570787236
 	Signature Version: AV: 1.287.735.0, AS: 1.287.735.0
 	Engine Version: 1.1.15700.8
 	Fidelity Label:  Medium
 	Target File Name:  
"
Information	2/25/2019 7:03:10 PM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.287.735.0
 	Previous Signature Version: 1.287.543.0
 	Signature Type: AntiSpyware
 	Update Type: Delta
 	User: NT AUTHORITY\NETWORK SERVICE
 	Current Engine Version: 1.1.15700.8
 	Previous Engine Version: 1.1.15700.8"
Information	2/25/2019 7:03:10 PM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.287.735.0
 	Previous Signature Version: 1.287.543.0
 	Signature Type: AntiVirus
 	Update Type: Delta
 	User: NT AUTHORITY\NETWORK SERVICE
 	Current Engine Version: 1.1.15700.8
 	Previous Engine Version: 1.1.15700.8"
Information	2/25/2019 7:02:31 PM	Microsoft-Windows-Windows Defender	5007	None	"Windows Defender Antivirus Configuration has changed. If this is an unexpected event you should review the settings as this may be the result of malware.
 	Old value: HKLM\SOFTWARE\Microsoft\Windows Defender\InstallLocation = C:\ProgramData\Microsoft\Windows Defender\platform\4.18.1901.7-0\
 	New value: HKLM\SOFTWARE\Microsoft\Windows Defender\InstallLocation = C:\ProgramData\Microsoft\Windows Defender\platform\4.18.1902.2-0\"
Information	2/25/2019 7:02:19 PM	Microsoft-Windows-Windows Defender	5004	None	"Windows Defender Antivirus Real-time Protection feature configuration has changed.
 	Feature: Network Inspection System
 	Configuration: 0"
Information	2/25/2019 7:02:19 PM	Microsoft-Windows-Windows Defender	5007	None	"Windows Defender Antivirus Configuration has changed. If this is an unexpected event you should review the settings as this may be the result of malware.
 	Old value: HKLM\SOFTWARE\Microsoft\Windows Defender\NIS\Consumers\IPS\DisableBmNetworkSensor = 0x1
 	New value: Default\NIS\Consumers\IPS\DisableBmNetworkSensor = 0x0"
Information	2/25/2019 7:02:18 PM	Microsoft-Windows-Windows Defender	5004	None	"Windows Defender Antivirus Real-time Protection feature configuration has changed.
 	Feature: Network Inspection System
 	Configuration: 1"
Information	2/25/2019 7:02:18 PM	Microsoft-Windows-Windows Defender	5007	None	"Windows Defender Antivirus Configuration has changed. If this is an unexpected event you should review the settings as this may be the result of malware.
 	Old value: Default\NIS\Consumers\IPS\DisableBmNetworkSensor = 0x0
 	New value: HKLM\SOFTWARE\Microsoft\Windows Defender\NIS\Consumers\IPS\DisableBmNetworkSensor = 0x1"
Information	2/25/2019 6:47:07 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Network Realtime Inspection engine version: 1.1.15700.8
 	Antivirus signature version: 1.287.543.0
 	Antispyware signature version: 1.287.543.0
 	Network Realtime Inspection signature version: 1.287.543.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 2
 	Antispyware signature age: 2
 	Last quick scan age: 9
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/2/22 11:14:57
 	Antispyware signature creation time: 2019/2/22 11:14:58
 	Last quick scan start time: 2019/2/15 13:18:51
 	Last quick scan end time: 2019/2/15 13:33:49
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	2/25/2019 6:47:07 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Signature version: 1.287.543.0
"
Information	2/25/2019 5:58:05 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.543.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\be79cf3b0bbf409c84ee993e00f52f7a63581303
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/25 9:58:04
 	Persistence Limit Type: Duration
 	Persistence Limit: 50065408"
Information	2/25/2019 5:58:05 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.543.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\be79cf3b0bbf409c84ee993e00f52f7a63581303
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/25 9:58:04
 	Persistence Limit Type: Duration
 	Persistence Limit: 50065408"
Information	2/25/2019 5:38:15 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.287.543.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\926e59e09da0d2017e11729a224ea3a49c3ff3b5
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/22 14:03:18
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 864000000"
Information	2/25/2019 5:38:15 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.287.543.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\926e59e09da0d2017e11729a224ea3a49c3ff3b5
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/22 14:03:18
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 864000000"
Information	2/22/2019 11:47:32 PM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.287.543.0
 	Previous Signature Version: 1.287.313.0
 	Signature Type: AntiSpyware
 	Update Type: Delta
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 1.1.15700.8
 	Previous Engine Version: 1.1.15700.8"
Information	2/22/2019 11:47:32 PM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.287.543.0
 	Previous Signature Version: 1.287.313.0
 	Signature Type: AntiVirus
 	Update Type: Delta
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 1.1.15700.8
 	Previous Engine Version: 1.1.15700.8"
Information	2/22/2019 11:42:34 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.313.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\b887d8a26c65d55292c43662153ec34a066cb851
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/22 15:42:34
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	2/22/2019 11:42:34 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.313.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\b887d8a26c65d55292c43662153ec34a066cb851
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/22 15:42:34
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	2/22/2019 10:03:21 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.313.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\b159bfae1edf589417b16d873e273183bb74a14e
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/22 14:03:19
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	2/22/2019 10:03:21 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.313.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\b159bfae1edf589417b16d873e273183bb74a14e
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/22 14:03:19
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	2/22/2019 10:03:20 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.313.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\926e59e09da0d2017e11729a224ea3a49c3ff3b5
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/22 14:03:18
 	Persistence Limit Type: Duration
 	Persistence Limit: 864000000"
Information	2/22/2019 10:03:20 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.313.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\926e59e09da0d2017e11729a224ea3a49c3ff3b5
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/22 14:03:18
 	Persistence Limit Type: Duration
 	Persistence Limit: 864000000"
Information	2/22/2019 10:01:37 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.313.0
 	Signature Type: AntiSpyware
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\3944b8ba76b1c63afaca11b614e0a0623c1a294e
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/22 14:01:31
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	2/22/2019 10:01:37 PM	Microsoft-Windows-Windows Defender	2010	None	"Windows Defender Antivirus used Dynamic Signature Service to retrieve additional signatures to help protect your machine.
 	Current Signature Version: 1.287.313.0
 	Signature Type: AntiVirus
 	User: \
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\3944b8ba76b1c63afaca11b614e0a0623c1a294e
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/22 14:01:31
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	2/22/2019 9:58:04 PM	Microsoft-Windows-Windows Defender	5007	None	"Windows Defender Antivirus Configuration has changed. If this is an unexpected event you should review the settings as this may be the result of malware.
 	Old value: HKLM\SOFTWARE\Microsoft\Windows Defender\Threats\ThreatIDDefaultAction\2147723625 = 0x6
 	New value: "
Information	2/22/2019 9:58:02 PM	Microsoft-Windows-Windows Defender	1013	None	"Windows Defender Antivirus has removed history of malware and other potentially unwanted software.
 	Time: 2019/2/7 21:58:01
 	User: NT AUTHORITY\SYSTEM
"
Information	2/19/2019 6:28:33 PM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.287.313.0
 	Previous Signature Version: 1.287.258.0
 	Signature Type: AntiSpyware
 	Update Type: Delta
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 1.1.15700.8
 	Previous Engine Version: 1.1.15700.8"
Information	2/19/2019 6:28:33 PM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.287.313.0
 	Previous Signature Version: 1.287.258.0
 	Signature Type: AntiVirus
 	Update Type: Delta
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 1.1.15700.8
 	Previous Engine Version: 1.1.15700.8"
Information	2/19/2019 6:23:55 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.287.258.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\fa926672fd51cd438736373c5036f8afa4ff30e5
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/1/20 5:44:40
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	2/19/2019 6:23:55 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.287.258.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\fa926672fd51cd438736373c5036f8afa4ff30e5
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/1/20 5:44:40
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	2/19/2019 6:23:55 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.287.258.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\8ce1a0f5bf50e177619ba0e4a3b44bde6bfee1bd
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/1/20 5:48:08
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	2/19/2019 6:23:55 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.287.258.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\8ce1a0f5bf50e177619ba0e4a3b44bde6bfee1bd
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/1/20 5:48:08
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	2/19/2019 6:23:55 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.287.258.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\2ede57a2b942c9f9aac65d914c7d468b4b80ae28
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/1/20 5:48:08
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
